"logical_id","expected_relative_path","description","source_product","source_version","years","spatial_resolution","required_by_script","original_local_path_redacted","size_bytes","sha256","checksum_status","redistribution_status","sensitivity_status","reconstruction_instruction"
"tau010_2016_binary","data/tau_var/FireCCI51_season_DOYmin_tau010_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2016","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau010_and_binary_2001_2020_500m_epsg32735.tif","5381506","5a88b9fcfe419cd9ab245a435ba36b1479109bab45746b308b1d1a103b12dd19","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau010_2016_doy","data/tau_var/FireCCI51_season_DOYmin_tau010_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2016","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau010_and_binary_2001_2020_500m_epsg32735.tif","5381506","5a88b9fcfe419cd9ab245a435ba36b1479109bab45746b308b1d1a103b12dd19","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau010_2017_binary","data/tau_var/FireCCI51_season_DOYmin_tau010_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2017","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau010_and_binary_2001_2020_500m_epsg32735.tif","5381506","5a88b9fcfe419cd9ab245a435ba36b1479109bab45746b308b1d1a103b12dd19","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau010_2017_doy","data/tau_var/FireCCI51_season_DOYmin_tau010_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2017","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau010_and_binary_2001_2020_500m_epsg32735.tif","5381506","5a88b9fcfe419cd9ab245a435ba36b1479109bab45746b308b1d1a103b12dd19","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau010_2018_binary","data/tau_var/FireCCI51_season_DOYmin_tau010_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2018","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau010_and_binary_2001_2020_500m_epsg32735.tif","5381506","5a88b9fcfe419cd9ab245a435ba36b1479109bab45746b308b1d1a103b12dd19","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau010_2018_doy","data/tau_var/FireCCI51_season_DOYmin_tau010_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2018","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau010_and_binary_2001_2020_500m_epsg32735.tif","5381506","5a88b9fcfe419cd9ab245a435ba36b1479109bab45746b308b1d1a103b12dd19","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau010_2019_binary","data/tau_var/FireCCI51_season_DOYmin_tau010_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2019","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau010_and_binary_2001_2020_500m_epsg32735.tif","5381506","5a88b9fcfe419cd9ab245a435ba36b1479109bab45746b308b1d1a103b12dd19","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau010_2019_doy","data/tau_var/FireCCI51_season_DOYmin_tau010_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2019","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau010_and_binary_2001_2020_500m_epsg32735.tif","5381506","5a88b9fcfe419cd9ab245a435ba36b1479109bab45746b308b1d1a103b12dd19","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau010_2020_binary","data/tau_var/FireCCI51_season_DOYmin_tau010_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2020","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau010_and_binary_2001_2020_500m_epsg32735.tif","5381506","5a88b9fcfe419cd9ab245a435ba36b1479109bab45746b308b1d1a103b12dd19","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau010_2020_doy","data/tau_var/FireCCI51_season_DOYmin_tau010_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2020","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau010_and_binary_2001_2020_500m_epsg32735.tif","5381506","5a88b9fcfe419cd9ab245a435ba36b1479109bab45746b308b1d1a103b12dd19","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau010_2021_binary","data/fire_harmonized_500m/fireBurned_AprOct_2021_500m_tau010_harmonized.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","local FireCCI monthly JD rasters","unknown","2021","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/fire_harmonized_500m/fireBurned_AprOct_2021_500m_tau010_harmonized.tif","30016","8f471fe57af41851ce5a1d83f4445a0624ec5f18038fdf5b3b439bddaea11f49","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau010_2021_doy","data/fire_harmonized_500m/fireDOY_min_AprOct_2021_500m_tau010_harmonized.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","local FireCCI monthly JD rasters","unknown","2021","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/fire_harmonized_500m/fireDOY_min_AprOct_2021_500m_tau010_harmonized.tif","162077","1e0b687837aadfd3be9df595e2623048a081f4badb5fcdfe10c02166800cb445","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau010_2022_binary","data/fire_harmonized_500m/fireBurned_AprOct_2022_500m_tau010_harmonized.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","local FireCCI monthly JD rasters","unknown","2022","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/fire_harmonized_500m/fireBurned_AprOct_2022_500m_tau010_harmonized.tif","29894","d4ff424ea6180d0fe08b2b0fa302adea61941a8f47e5d322107a1ce2b84c9ba9","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau010_2022_doy","data/fire_harmonized_500m/fireDOY_min_AprOct_2022_500m_tau010_harmonized.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","local FireCCI monthly JD rasters","unknown","2022","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/fire_harmonized_500m/fireDOY_min_AprOct_2022_500m_tau010_harmonized.tif","160297","72bbfbc515b688a55ebf47a1ee9d0c9303db835f244b50c8a82144f945520496","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau025_2001_binary","data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2001","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","5088495","392761ef4aca4ce3eafcdd532acb82fe9c7b3e0648dd54015a8ec25719eec215","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau025_2001_doy","data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2001","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","5088495","392761ef4aca4ce3eafcdd532acb82fe9c7b3e0648dd54015a8ec25719eec215","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau025_2002_binary","data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2002","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","5088495","392761ef4aca4ce3eafcdd532acb82fe9c7b3e0648dd54015a8ec25719eec215","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau025_2002_doy","data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2002","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","5088495","392761ef4aca4ce3eafcdd532acb82fe9c7b3e0648dd54015a8ec25719eec215","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau025_2003_binary","data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2003","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","5088495","392761ef4aca4ce3eafcdd532acb82fe9c7b3e0648dd54015a8ec25719eec215","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau025_2003_doy","data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2003","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","5088495","392761ef4aca4ce3eafcdd532acb82fe9c7b3e0648dd54015a8ec25719eec215","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau025_2004_binary","data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2004","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","5088495","392761ef4aca4ce3eafcdd532acb82fe9c7b3e0648dd54015a8ec25719eec215","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau025_2004_doy","data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2004","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","5088495","392761ef4aca4ce3eafcdd532acb82fe9c7b3e0648dd54015a8ec25719eec215","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau025_2005_binary","data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2005","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","5088495","392761ef4aca4ce3eafcdd532acb82fe9c7b3e0648dd54015a8ec25719eec215","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau025_2005_doy","data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2005","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","5088495","392761ef4aca4ce3eafcdd532acb82fe9c7b3e0648dd54015a8ec25719eec215","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau025_2006_binary","data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2006","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","5088495","392761ef4aca4ce3eafcdd532acb82fe9c7b3e0648dd54015a8ec25719eec215","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau025_2006_doy","data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2006","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","5088495","392761ef4aca4ce3eafcdd532acb82fe9c7b3e0648dd54015a8ec25719eec215","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau025_2007_binary","data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2007","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","5088495","392761ef4aca4ce3eafcdd532acb82fe9c7b3e0648dd54015a8ec25719eec215","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau025_2007_doy","data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2007","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","5088495","392761ef4aca4ce3eafcdd532acb82fe9c7b3e0648dd54015a8ec25719eec215","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau025_2008_binary","data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2008","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","5088495","392761ef4aca4ce3eafcdd532acb82fe9c7b3e0648dd54015a8ec25719eec215","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau025_2008_doy","data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2008","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","5088495","392761ef4aca4ce3eafcdd532acb82fe9c7b3e0648dd54015a8ec25719eec215","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau025_2009_binary","data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2009","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","5088495","392761ef4aca4ce3eafcdd532acb82fe9c7b3e0648dd54015a8ec25719eec215","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau025_2009_doy","data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2009","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","5088495","392761ef4aca4ce3eafcdd532acb82fe9c7b3e0648dd54015a8ec25719eec215","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau025_2010_binary","data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2010","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","5088495","392761ef4aca4ce3eafcdd532acb82fe9c7b3e0648dd54015a8ec25719eec215","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau025_2010_doy","data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2010","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","5088495","392761ef4aca4ce3eafcdd532acb82fe9c7b3e0648dd54015a8ec25719eec215","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau025_2011_binary","data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2011","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","5088495","392761ef4aca4ce3eafcdd532acb82fe9c7b3e0648dd54015a8ec25719eec215","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau025_2011_doy","data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2011","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","5088495","392761ef4aca4ce3eafcdd532acb82fe9c7b3e0648dd54015a8ec25719eec215","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau025_2012_binary","data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2012","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","5088495","392761ef4aca4ce3eafcdd532acb82fe9c7b3e0648dd54015a8ec25719eec215","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau025_2012_doy","data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2012","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","5088495","392761ef4aca4ce3eafcdd532acb82fe9c7b3e0648dd54015a8ec25719eec215","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau025_2013_binary","data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2013","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","5088495","392761ef4aca4ce3eafcdd532acb82fe9c7b3e0648dd54015a8ec25719eec215","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau025_2013_doy","data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2013","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","5088495","392761ef4aca4ce3eafcdd532acb82fe9c7b3e0648dd54015a8ec25719eec215","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau025_2014_binary","data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2014","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","5088495","392761ef4aca4ce3eafcdd532acb82fe9c7b3e0648dd54015a8ec25719eec215","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau025_2014_doy","data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2014","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","5088495","392761ef4aca4ce3eafcdd532acb82fe9c7b3e0648dd54015a8ec25719eec215","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
"tau025_2015_binary","data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","External or derived input referenced by config/fire_harmonized_2001_2022_manifest.csv","ESA/CCI/FireCCI/5_1","unknown","2015","500 m target or source-specific","retained workflow","<configured UPEMBA_DATA_ROOT>/data/tau_var/FireCCI51_season_DOYmin_tau025_and_binary_2001_2020_500m_epsg32735.tif","5088495","392761ef4aca4ce3eafcdd532acb82fe9c7b3e0648dd54015a8ec25719eec215","sha256","not assessed; do not redistribute by default","nonredistributable or derived geospatial input","Restore under UPEMBA_DATA_ROOT with this relative path or regenerate from documented workflow."
