path,size_bytes,size_mib,category,action
analysis_governance_profiles_robustness_dev/tables/profile_episode_support_corrected.csv,848,0.001,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/tables/two_stage_model_diagnostics.csv,848,0.001,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_final_audits/no_accessibility_clustering_audit.md,843,0.001,below_50_MiB,eligible if scientifically appropriate
docs/decisions/authoritative_analysis_specification.md,810,0.001,below_50_MiB,eligible if scientifically appropriate
reports/supplement/table_s5_fire_reconciliation.md,794,0.001,below_50_MiB,eligible if scientifically appropriate
reports/publication_outputs/publication_output_validation.md,777,0.001,below_50_MiB,eligible if scientifically appropriate
reports/repository/reconciliation_plan.md,748,0.001,below_50_MiB,eligible if scientifically appropriate
reports/fire_missingness_resolution/fire_missingness_final_decision.csv,746,0.001,below_50_MiB,eligible if scientifically appropriate
outputs/publication/figure_source_data/Figure_1_layer_registry.csv,708,0.001,below_50_MiB,eligible if scientifically appropriate
reports/fire_missingness_resolution/fire_missingness_by_stratum.csv,701,0.001,below_50_MiB,eligible if scientifically appropriate
tests/reference/frozen_result_checks.csv,678,0.001,below_50_MiB,eligible if scientifically appropriate
outputs/publication/main_tables/Table_1_data_products.csv,667,0.001,below_50_MiB,eligible if scientifically appropriate
outputs/publication/table_source_data/Table_1_data_products_source.csv,667,0.001,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_final_audits/no_accessibility_selected_k_comparison.csv,656,0.001,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/tables/governance_transitions.csv,655,0.001,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_targeted_audits/methods_review_targeted_audit_decision.md,652,0.001,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_final_audits/no_accessibility_k3_comparison.csv,648,0.001,below_50_MiB,eligible if scientifically appropriate
outputs/publication/supplement/tables/Table_S05_landscape_group_and_side_support.csv,636,0.001,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_final_audits/fire_authoritative_vs_observation_aware_strata.csv,600,0.001,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_targeted_audits/clustering_reproduction_validation.md,594,0.001,below_50_MiB,eligible if scientifically appropriate
reports/publication_outputs/event_total_validation.csv,574,0.001,below_50_MiB,eligible if scientifically appropriate
README.md,570,0.001,below_50_MiB,eligible if scientifically appropriate
outputs/publication/supplement/tables/Table_S02_clustering_solution_selection.csv,566,0.001,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_final_audits/fire_observation_aware_fit_diagnostics.csv,540,0.001,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/logs/diagnose_deforestation_canonical_optim_bfgs.txt,538,0.001,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_final_audits/fire_valid_coverage_500m.csv,520,0.000,below_50_MiB,eligible if scientifically appropriate
docs/decisions/stopped_pseudoboundary_screen.md,501,0.000,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_targeted_audits/clustering_reproduction_summary.csv,499,0.000,below_50_MiB,eligible if scientifically appropriate
reports/publication_outputs/main_table_captions.md,494,0.000,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_targeted_audits/fire_valid_observation_audit.md,489,0.000,below_50_MiB,eligible if scientifically appropriate
renv/settings.json,487,0.000,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_final_audits/fire_observation_aware_audit.md,486,0.000,below_50_MiB,eligible if scientifically appropriate
outputs/publication/supplement/tables/Table_S03_clustering_stability_and_accessibility_sensitivity.csv,478,0.000,below_50_MiB,eligible if scientifically appropriate
SANITIZATION.md,471,0.000,below_50_MiB,eligible if scientifically appropriate
docs/validation/code_path_refactor_validation.md,467,0.000,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_final_audits/fire_observation_aware_geometry_validation.csv,459,0.000,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_final_audits/fire_observation_aware_aggregation_diagnostics.csv,447,0.000,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/provenance/input_provenance.csv,440,0.000,below_50_MiB,eligible if scientifically appropriate
docs/validation/candidate_result_reproduction.md,434,0.000,below_50_MiB,eligible if scientifically appropriate
docs/validation/code_refactor_equivalence.md,422,0.000,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_final_audits/final_methods_audit_issue_classification.csv,406,0.000,below_50_MiB,eligible if scientifically appropriate
.gitattributes,405,0.000,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_targeted_audits/clustering_no_accessibility_comparison.csv,405,0.000,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_final_audits/fire_observation_aware_model_comparison.md,402,0.000,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_final_audits/clustering_near_reproduction_acceptance.md,396,0.000,below_50_MiB,eligible if scientifically appropriate
reports/supplement/supplement_validation.md,385,0.000,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_targeted_audits/sesu2_support_audit.md,383,0.000,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_targeted_audits/clustering_no_accessibility_audit.md,380,0.000,below_50_MiB,eligible if scientifically appropriate
docs/validation/git_initialization_readiness.md,366,0.000,below_50_MiB,eligible if scientifically appropriate
reports/fire_missingness_resolution/authoritative_fire_reproduction.md,364,0.000,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_targeted_audits/fire_authoritative_vs_observation_aware.csv,349,0.000,below_50_MiB,eligible if scientifically appropriate
config/paths.example.R,345,0.000,below_50_MiB,eligible if scientifically appropriate
docs/validation/downstream_execution_validation.md,342,0.000,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_final_audits/no_accessibility_seed_stability.csv,334,0.000,below_50_MiB,eligible if scientifically appropriate
reports/fire_missingness_resolution/fire_missingness_optimizer_diagnostics.csv,329,0.000,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_final_audits/fire_authoritative_vs_observation_aware_summary.csv,320,0.000,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_final_audits/no_accessibility_silhouette_profile.csv,319,0.000,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_targeted_audits/clustering_silhouette_profile_full.csv,318,0.000,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_targeted_audits/sesu2_profile_availability.csv,318,0.000,below_50_MiB,eligible if scientifically appropriate
reports/supplement/supplement_generation_log.md,314,0.000,below_50_MiB,eligible if scientifically appropriate
docs/validation/frozen_result_reproduction.md,307,0.000,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_falsification_revised_dev/tables/actual_boundary_reproduction_check.csv,304,0.000,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_targeted_audits/fire_observation_aware_fit_diagnostics.csv,303,0.000,below_50_MiB,eligible if scientifically appropriate
docs/validation/sanitization_validation.md,302,0.000,below_50_MiB,eligible if scientifically appropriate
reports/fire_missingness_resolution/fire_authoritative_missingness_comparison.csv,299,0.000,below_50_MiB,eligible if scientifically appropriate
reports/fire_missingness_resolution/fire_missingness_model_comparison.md,290,0.000,below_50_MiB,eligible if scientifically appropriate
data/governance_profiles/README.md,270,0.000,below_50_MiB,eligible if scientifically appropriate
reports/fire_missingness_resolution/authoritative_fire_reproduction.csv,258,0.000,below_50_MiB,eligible if scientifically appropriate
reports/fire_missingness_resolution/fire_native_state_counts.csv,253,0.000,below_50_MiB,eligible if scientifically appropriate
data/governance_profiles/upemba_sesu_year_profiles.csv,252,0.000,below_50_MiB,eligible if scientifically appropriate
data/upemba_sesu_year_regimes.csv,252,0.000,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_targeted_audits/clustering_despeckling_summary.csv,249,0.000,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_targeted_audits/fire_valid_coverage_500m.csv,238,0.000,below_50_MiB,eligible if scientifically appropriate
docs/validation/execution_privacy_validation.md,229,0.000,below_50_MiB,eligible if scientifically appropriate
data/README.md,220,0.000,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/tables/bootstrap_failure_reasons.csv,208,0.000,below_50_MiB,eligible if scientifically appropriate
outputs/publication/supplement/tables/Table_S07_profile_and_episode_support.csv,206,0.000,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_targeted_audits/fire_observation_aware_pairwise_differences.csv,176,0.000,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_targeted_audits/fire_observation_aware_profile_contrasts.csv,176,0.000,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_final_audits/fire_authoritative_vs_observation_aware_cells.csv,171,0.000,below_50_MiB,eligible if scientifically appropriate
reports/fire_missingness_resolution/fire_missingness_bounds_validation.csv,164,0.000,below_50_MiB,eligible if scientifically appropriate
docs/provenance/software_environment.md,155,0.000,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_targeted_audits/clustering_seed_stability.csv,144,0.000,below_50_MiB,eligible if scientifically appropriate
outputs/README.md,143,0.000,below_50_MiB,eligible if scientifically appropriate
tests/README.md,121,0.000,below_50_MiB,eligible if scientifically appropriate
reports/fire_missingness_resolution/fire_native_state_inconsistencies.csv,105,0.000,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_targeted_audits/clustering_area_after_cleaning.csv,97,0.000,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_targeted_audits/clustering_area_before_cleaning.csv,88,0.000,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_targeted_audits/fire_authoritative_vs_observation_aware_by_stratum.csv,76,0.000,below_50_MiB,eligible if scientifically appropriate
renv/.gitignore,63,0.000,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_targeted_audits/clustering_no_accessibility_silhouette.csv,31,0.000,below_50_MiB,eligible if scientifically appropriate
.Rprofile,27,0.000,below_50_MiB,eligible if scientifically appropriate
.here,0,0.000,below_50_MiB,eligible if scientifically appropriate
